YYYYMM,ADELAIDE-ALICE SPRINGS,ADELAIDE-BRISBANE,ADELAIDE-CANBERRA,ADELAIDE-DARWIN,ADELAIDE-GOLD COAST,ADELAIDE-MELBOURNE,ADELAIDE-PERTH,ADELAIDE-PORT LINCOLN,ADELAIDE-SYDNEY,ALBURY-SYDNEY,ALICE SPRINGS-DARWIN,ALICE SPRINGS-MELBOURNE,ALICE SPRINGS-SYDNEY,ARMIDALE-SYDNEY,AYERS ROCK-SYDNEY,BALLINA-SYDNEY,BRISBANE-CAIRNS,BRISBANE-CANBERRA,BRISBANE-DARWIN,BRISBANE-EMERALD,BRISBANE-GLADSTONE,BRISBANE-HAMILTON ISLAND,BRISBANE-HOBART,BRISBANE-MACKAY,BRISBANE-MELBOURNE,BRISBANE-MORANBAH,BRISBANE-MOUNT ISA,BRISBANE-NEWCASTLE,BRISBANE-PERTH,BRISBANE-PROSERPINE,BRISBANE-ROCKHAMPTON,BRISBANE-SYDNEY,BRISBANE-TOWNSVILLE,BROOME-PERTH,BUNDABERG-BRISBANE,CAIRNS-MELBOURNE,CAIRNS-SYDNEY,CAIRNS-TOWNSVILLE,CANBERRA-MELBOURNE,CANBERRA-SYDNEY,COFFS HARBOUR-SYDNEY,DARWIN-MELBOURNE,DARWIN-PERTH,DARWIN-SYDNEY,DEVONPORT-MELBOURNE,DUBBO-SYDNEY,GERALDTON-PERTH,GOLD COAST-SYDNEY,HAMILTON ISLAND-MELBOURNE,HAMILTON ISLAND-SYDNEY,HERVEY BAY-SYDNEY,HOBART-MELBOURNE,HOBART-SYDNEY,KALGOORLIE-PERTH,KARRATHA-PERTH,LAUNCESTON-MELBOURNE,LAUNCESTON-SYDNEY,MELBOURNE-BURNIE,MELBOURNE-GOLD COAST,MELBOURNE-MILDURA,MELBOURNE-NEWCASTLE,MELBOURNE-PERTH,MELBOURNE-SYDNEY,MELBOURNE-TOWNSVILLE,NEWCASTLE-GOLD COAST,PERTH-NEWMAN,PERTH-PORT HEDLAND,PERTH-SYDNEY,PORT MACQUARIE-SYDNEY,PROSERPINE-SYDNEY,SUNSHINE COAST-MELBOURNE,SUNSHINE COAST-SYDNEY,SYDNEY-TAMWORTH,SYDNEY-TOWNSVILLE,SYDNEY-WAGGA WAGGA
Jul-2015,12480.0,71073.0,14120.0,0.0,19974.0,202394.0,53133.0,14629.0,156313.0,19084.0,14335.0,0.0,0.0,10189.0,15340.0,30153.0,120967.0,52072.0,43479.0,19204.0,35048.0,9990.0,16195.0,62047.0,307903.0,11863.0,11930.0,48836.0,88946.0,21554.0,54069.0,406136.0,91840.0,35149.0,13916.0,81142.0,100320.0,13102.0,82898.0,84740.0,27351.0,28934.0,20495.0,37969.0,0.0,16138.0,9649.0,224056.0,7824.0,19444.0,0.0,116497.0,40623.0,18502.0,54313.0,70777.0,20151.0,0.0,163920.0,16716.0,39574.0,197992.0,752993.0,0.0,0.0,28792.0,34853.0,152880.0,14474.0,0.0,38715.0,40619.0,13147.0,16994.0,15275.0
Aug-2015,10932.0,64036.0,13941.0,0.0,17679.0,194278.0,48421.0,14352.0,144409.0,19722.0,13283.0,0.0,0.0,10990.0,16288.0,28033.0,115172.0,49920.0,38547.0,17832.0,31215.0,11202.0,15236.0,58343.0,270706.0,10910.0,11284.0,44709.0,77630.0,20725.0,49483.0,380346.0,82537.0,31760.0,13133.0,77775.0,95585.0,11461.0,81919.0,82939.0,26993.0,26776.0,17534.0,33065.0,0.0,16435.0,9762.0,203278.0,9213.0,19717.0,0.0,111342.0,34973.0,20005.0,49463.0,63911.0,18209.0,0.0,151747.0,16473.0,36622.0,166218.0,714015.0,0.0,0.0,27528.0,33267.0,140321.0,15244.0,0.0,38173.0,35982.0,13905.0,14901.0,16060.0
Sep-2015,10511.0,64993.0,14857.0,0.0,19739.0,188739.0,50076.0,14404.0,151164.0,18471.0,11013.0,0.0,0.0,10356.0,15392.0,31978.0,110667.0,50768.0,36563.0,17558.0,33049.0,12519.0,15790.0,62960.0,294709.0,11359.0,11568.0,47231.0,85301.0,21003.0,50141.0,390503.0,86320.0,28151.0,13865.0,72282.0,90428.0,12040.0,82613.0,82445.0,28812.0,26533.0,17011.0,29869.0,0.0,16726.0,9816.0,229549.0,8859.0,21713.0,0.0,112888.0,41478.0,19631.0,51096.0,63760.0,19517.0,0.0,168087.0,16575.0,37386.0,168691.0,706022.0,0.0,0.0,29413.0,32983.0,143623.0,15676.0,0.0,40321.0,45344.0,13498.0,14338.0,16227.0
Oct-2015,11038.0,74577.0,14803.0,0.0,21253.0,207820.0,54853.0,15999.0,171236.0,19489.0,11175.0,0.0,0.0,11120.0,15063.0,33510.0,115090.0,50157.0,33740.0,18007.0,34604.0,13097.0,18578.0,63162.0,310153.0,10969.0,11455.0,48941.0,92250.0,22462.0,51325.0,401872.0,87338.0,28117.0,14662.0,74663.0,95979.0,12394.0,86937.0,84393.0,30491.0,24703.0,16204.0,28065.0,0.0,16535.0,10894.0,246047.0,9603.0,22761.0,0.0,127924.0,47233.0,18999.0,51290.0,74599.0,23898.0,0.0,173635.0,18126.0,40770.0,200241.0,767170.0,0.0,0.0,26818.0,32235.0,153809.0,16671.0,0.0,41104.0,47267.0,13816.0,16395.0,16923.0
Nov-2015,10367.0,70470.0,15263.0,0.0,17366.0,199688.0,53767.0,16516.0,159721.0,18864.0,9153.0,0.0,0.0,11423.0,12408.0,27677.0,113628.0,47011.0,29207.0,17901.0,33700.0,11806.0,17622.0,59423.0,293339.0,11196.0,10545.0,47386.0,85336.0,21080.0,49755.0,391143.0,80228.0,22178.0,13669.0,64633.0,82397.0,11807.0,89977.0,84846.0,30636.0,21718.0,13938.0,23192.0,0.0,16082.0,10025.0,227340.0,8623.0,21383.0,0.0,131266.0,50356.0,19187.0,49513.0,80556.0,25186.0,0.0,153036.0,17165.0,37270.0,177829.0,765870.0,0.0,0.0,26615.0,30958.0,150015.0,16377.0,0.0,36572.0,42550.0,14048.0,11438.0,16877.0
Dec-2015,9266.0,73366.0,13923.0,0.0,20003.0,198179.0,56528.0,16151.0,167517.0,18015.0,7140.0,0.0,0.0,10861.0,11055.0,34219.0,119727.0,47331.0,32504.0,16588.0,31725.0,12490.0,18497.0,61369.0,304032.0,9974.0,10343.0,48703.0,91662.0,21704.0,47504.0,401446.0,85034.0,21629.0,15028.0,65377.0,94968.0,10722.0,79136.0,69837.0,28504.0,21764.0,14025.0,23231.0,0.0,14646.0,9806.0,243420.0,8323.0,22518.0,0.0,145019.0,63434.0,17765.0,45052.0,89781.0,32272.0,0.0,170604.0,17043.0,37604.0,195839.0,733117.0,0.0,0.0,24900.0,28438.0,163577.0,17496.0,0.0,35894.0,49258.0,13875.0,15184.0,15845.0
Jan-2016,8308.0,69280.0,10363.0,0.0,21212.0,187175.0,52184.0,15650.0,162446.0,16007.0,5766.0,0.0,0.0,9401.0,11824.0,36825.0,107590.0,40532.0,30495.0,14698.0,27649.0,11889.0,19118.0,52686.0,285370.0,8456.0,8809.0,44889.0,89334.0,20949.0,38999.0,361990.0,71649.0,19507.0,12808.0,69669.0,99201.0,8967.0,66015.0,51993.0,27115.0,22382.0,13001.0,20752.0,0.0,12707.0,7236.0,269046.0,10401.0,23430.0,0.0,147819.0,65440.0,15262.0,39613.0,89103.0,35098.0,0.0,187162.0,14534.0,37059.0,189061.0,698603.0,0.0,0.0,22341.0,25237.0,157382.0,14876.0,0.0,35364.0,54131.0,13523.0,14169.0,12589.0
Feb-2016,8109.0,59094.0,13337.0,0.0,15625.0,186480.0,46243.0,14823.0,145720.0,16461.0,7754.0,0.0,0.0,9985.0,11930.0,28519.0,104094.0,39457.0,24514.0,15143.0,26042.0,11958.0,17196.0,49661.0,253989.0,9571.0,8384.0,41775.0,72178.0,18517.0,40954.0,351922.0,65563.0,15954.0,12631.0,50771.0,82414.0,10322.0,83127.0,77293.0,25480.0,17430.0,10933.0,16345.0,0.0,14544.0,9214.0,212763.0,6225.0,21120.0,0.0,129564.0,49154.0,17490.0,38595.0,78260.0,25886.0,0.0,138607.0,15265.0,32771.0,158809.0,743202.0,0.0,0.0,25022.0,26728.0,134203.0,14615.0,0.0,26336.0,36750.0,12749.0,8634.0,15043.0
Mar-2016,10221.0,71282.0,16394.0,0.0,18660.0,208150.0,52656.0,15948.0,168447.0,19486.0,8983.0,0.0,0.0,11219.0,13789.0,32789.0,109008.0,45735.0,30140.0,17330.0,30490.0,12063.0,18672.0,57938.0,294255.0,10344.0,10057.0,47129.0,84462.0,18932.0,47112.0,390934.0,78726.0,21541.0,13921.0,58512.0,85402.0,11595.0,92474.0,84505.0,29079.0,21983.0,13997.0,21501.0,0.0,16348.0,10775.0,225946.0,7499.0,21500.0,0.0,136691.0,56684.0,19638.0,42272.0,83110.0,27721.0,0.0,157059.0,18097.0,36851.0,183702.0,775148.0,0.0,0.0,27806.0,28608.0,152013.0,16902.0,0.0,32658.0,43081.0,14780.0,11962.0,16140.0
Apr-2016,9500.0,70036.0,14739.0,0.0,18499.0,206603.0,53722.0,15176.0,160265.0,19155.0,9681.0,0.0,0.0,11562.0,15940.0,31761.0,104613.0,46097.0,32428.0,15861.0,28107.0,12539.0,16615.0,56897.0,275908.0,9637.0,9499.0,46566.0,82370.0,18248.0,46598.0,385867.0,78843.0,25072.0,14589.0,56081.0,86833.0,11544.0,86515.0,79919.0,27756.0,24629.0,14272.0,25825.0,0.0,15206.0,10457.0,226328.0,8120.0,22266.0,0.0,129597.0,50852.0,19024.0,41490.0,80971.0,24344.0,0.0,151934.0,17887.0,33166.0,173225.0,724216.0,0.0,0.0,24876.0,27072.0,148441.0,16421.0,0.0,36666.0,45042.0,13817.0,13028.0,15893.0
May-2016,9751.0,64522.0,14102.0,0.0,17160.0,200302.0,48505.0,14778.0,147809.0,19278.0,10541.0,0.0,0.0,10638.0,15593.0,28358.0,104098.0,46154.0,33372.0,17088.0,28196.0,11832.0,14577.0,57788.0,271424.0,10116.0,10300.0,45216.0,75947.0,15658.0,48544.0,374209.0,89100.0,25372.0,14539.0,58042.0,76861.0,12090.0,86781.0,84063.0,28427.0,25886.0,14493.0,26998.0,0.0,16654.0,10147.0,201651.0,8291.0,17479.0,0.0,119960.0,42014.0,20789.0,45679.0,69338.0,18702.0,0.0,137386.0,17815.0,36310.0,154799.0,725447.0,0.0,0.0,28450.0,28762.0,135056.0,16811.0,0.0,30394.0,38086.0,14099.0,10599.0,16212.0
Jun-2016,10370.0,61146.0,13691.0,0.0,15580.0,182931.0,46529.0,13930.0,134753.0,17766.0,11062.0,0.0,0.0,9579.0,16350.0,26552.0,109139.0,46799.0,37809.0,17362.0,28109.0,10600.0,14752.0,57739.0,276902.0,10129.0,10293.0,45195.0,75263.0,15972.0,47834.0,371664.0,86729.0,27216.0,14351.0,73284.0,85333.0,12314.0,82407.0,82422.0,26333.0,28225.0,16812.0,31793.0,0.0,15703.0,9928.0,192917.0,8352.0,15842.0,0.0,117581.0,41251.0,19594.0,41160.0,64683.0,17951.0,0.0,145401.0,16453.0,33803.0,155588.0,690168.0,0.0,0.0,26889.0,28852.0,128710.0,15141.0,0.0,34935.0,35509.0,14531.0,11299.0,15400.0
Jul-2016,11719.0,76164.0,13205.0,0.0,20207.0,215652.0,50683.0,13981.0,153728.0,19599.0,11948.0,0.0,0.0,10241.0,17473.0,33784.0,125486.0,53434.0,42918.0,16777.0,29462.0,12829.0,16526.0,58293.0,313683.0,9371.0,10686.0,50002.0,83582.0,19485.0,48587.0,420104.0,92857.0,32440.0,15014.0,85610.0,108906.0,12910.0,84096.0,82524.0,27711.0,31177.0,20332.0,38512.0,0.0,15213.0,9581.0,233409.0,10000.0,23226.0,0.0,120157.0,46893.0,19517.0,40720.0,76073.0,22000.0,0.0,173416.0,17644.0,39587.0,176408.0,754218.0,0.0,0.0,25588.0,29640.0,149628.0,15386.0,0.0,43093.0,47957.0,14456.0,16841.0,15960.0
Aug-2016,10207.0,67351.0,14992.0,0.0,18417.0,189511.0,48962.0,14517.0,146973.0,20126.0,12268.0,0.0,0.0,10744.0,17785.0,27402.0,117720.0,53639.0,39113.0,17054.0,27864.0,12247.0,14760.0,57402.0,287653.0,10215.0,11088.0,47741.0,77229.0,19345.0,48999.0,391157.0,82949.0,29628.0,14487.0,77074.0,99867.0,12792.0,83574.0,85732.0,27456.0,30686.0,17659.0,31865.0,0.0,16252.0,10179.0,210480.0,9128.0,21987.0,0.0,114038.0,39680.0,21653.0,41618.0,63574.0,17413.0,0.0,162398.0,17656.0,36952.0,158468.0,739254.0,0.0,0.0,28365.0,30017.0,137093.0,15420.0,0.0,37197.0,39679.0,15535.0,14738.0,15993.0
Sep-2016,11127.0,69611.0,15933.0,0.0,18712.0,195837.0,51313.0,14048.0,154997.0,20218.0,10759.0,0.0,0.0,10394.0,17332.0,33949.0,114248.0,51972.0,38177.0,17054.0,27406.0,13580.0,16778.0,58925.0,311849.0,9446.0,10232.0,50432.0,84655.0,19507.0,50568.0,403375.0,88375.0,29620.0,14911.0,79139.0,95258.0,12322.0,87299.0,84563.0,28797.0,26971.0,17368.0,29601.0,0.0,16984.0,10390.0,224204.0,11406.0,23427.0,0.0,120405.0,47911.0,20002.0,41575.0,68644.0,19686.0,0.0,180613.0,17343.0,40837.0,169341.0,749396.0,0.0,0.0,25875.0,29137.0,149424.0,16837.0,0.0,44137.0,46286.0,15678.0,14218.0,16382.0
Oct-2016,11581.0,78048.0,15416.0,0.0,21989.0,211873.0,56254.0,15509.0,165542.0,19717.0,11021.0,0.0,0.0,11454.0,17547.0,36706.0,118114.0,52024.0,35648.0,17521.0,26827.0,13792.0,18334.0,59175.0,309189.0,9894.0,10562.0,53400.0,87801.0,20453.0,49462.0,403993.0,83086.0,27782.0,15427.0,77413.0,104539.0,11935.0,91065.0,84206.0,30962.0,26463.0,16608.0,28816.0,0.0,16590.0,10093.0,240452.0,10675.0,26065.0,0.0,131950.0,55133.0,19571.0,40868.0,76318.0,21197.0,0.0,186846.0,18407.0,43376.0,182839.0,775717.0,0.0,0.0,24583.0,28279.0,151974.0,17045.0,0.0,40910.0,52064.0,16292.0,15426.0,16804.0
Nov-2016,10299.0,71132.0,17117.0,0.0,17596.0,206318.0,52530.0,14638.0,165458.0,19110.0,9093.0,0.0,0.0,11793.0,15784.0,30212.0,112845.0,49084.0,30119.0,17169.0,25993.0,12950.0,18015.0,54925.0,301438.0,11031.0,10240.0,50421.0,81316.0,18343.0,47650.0,396198.0,76388.0,20948.0,14742.0,67469.0,93294.0,11587.0,95120.0,91210.0,30803.0,21579.0,14112.0,21482.0,0.0,16776.0,10289.0,222848.0,9910.0,24038.0,0.0,133597.0,55428.0,21130.0,41869.0,78193.0,25214.0,0.0,166368.0,17856.0,38110.0,172279.0,797669.0,0.0,0.0,27145.0,30016.0,146942.0,16742.0,0.0,38667.0,49113.0,15130.0,11726.0,16777.0
Dec-2016,9522.0,72669.0,14757.0,0.0,17879.0,203051.0,57522.0,15897.0,165852.0,18219.0,7513.0,0.0,0.0,10645.0,12750.0,38348.0,119967.0,51206.0,32955.0,15808.0,24887.0,12819.0,20433.0,57049.0,311579.0,9181.0,9602.0,51223.0,89965.0,22450.0,48472.0,406716.0,82308.0,20092.0,15328.0,70328.0,97347.0,10856.0,87620.0,70955.0,29080.0,23540.0,14818.0,25271.0,0.0,15219.0,9323.0,244314.0,10271.0,25391.0,0.0,154177.0,66162.0,18005.0,35185.0,89738.0,33362.0,0.0,178957.0,16706.0,40662.0,198392.0,731634.0,0.0,0.0,20699.0,26759.0,162829.0,17189.0,0.0,41420.0,52063.0,14488.0,15742.0,15203.0
Jan-2017,8836.0,71293.0,11594.0,0.0,18608.0,197640.0,55737.0,14000.0,164884.0,15267.0,6114.0,0.0,0.0,9175.0,13440.0,38045.0,112125.0,43661.0,33046.0,14803.0,21631.0,13601.0,19054.0,52061.0,293092.0,9003.0,8633.0,47916.0,86336.0,21518.0,39486.0,372217.0,70059.0,18137.0,14004.0,75615.0,105424.0,9532.0,73950.0,50498.0,27536.0,23899.0,14560.0,22300.0,0.0,12514.0,7640.0,262496.0,12466.0,27248.0,0.0,161092.0,70121.0,16307.0,34419.0,92650.0,37814.0,0.0,195291.0,14548.0,44870.0,192229.0,709467.0,0.0,0.0,21813.0,26225.0,157653.0,14881.0,0.0,43378.0,55876.0,13871.0,13412.0,12001.0
Feb-2017,8126.0,56910.0,13293.0,0.0,15488.0,182535.0,47412.0,13789.0,144427.0,15202.0,7231.0,0.0,0.0,9229.0,13948.0,28973.0,93632.0,39597.0,24336.0,14643.0,20854.0,12441.0,16885.0,49091.0,240455.0,9560.0,8463.0,43145.0,67530.0,15830.0,39862.0,349746.0,62812.0,14086.0,12590.0,47655.0,78064.0,10433.0,86904.0,75093.0,25768.0,18477.0,11642.0,16755.0,0.0,14156.0,8769.0,207359.0,7945.0,17907.0,0.0,136043.0,52456.0,17761.0,33093.0,76088.0,26666.0,0.0,134822.0,15385.0,32401.0,145066.0,713450.0,0.0,0.0,22578.0,24827.0,128175.0,14379.0,0.0,27949.0,38796.0,12915.0,8397.0,13889.0
Mar-2017,10289.0,70159.0,16457.0,0.0,17659.0,214815.0,52526.0,16429.0,171647.0,20072.0,9753.0,0.0,0.0,11026.0,16796.0,32537.0,109676.0,48512.0,29198.0,17408.0,23445.0,11111.0,17850.0,51322.0,288883.0,10980.0,10403.0,49626.0,77926.0,15431.0,46967.0,399571.0,76089.0,18562.0,14104.0,52730.0,83539.0,11151.0,107183.0,88081.0,30038.0,22255.0,13866.0,20560.0,0.0,17096.0,10295.0,223411.0,7547.0,15900.0,0.0,144215.0,57002.0,21753.0,38810.0,81708.0,26922.0,0.0,152971.0,19295.0,37770.0,171856.0,804598.0,0.0,0.0,24286.0,28918.0,144744.0,16660.0,0.0,33400.0,44221.0,16359.0,10603.0,16722.0
Apr-2017,10705.0,70941.0,14537.0,0.0,17519.0,202681.0,51045.0,14504.0,159593.0,19438.0,9215.0,0.0,0.0,10811.0,16405.0,37710.0,118045.0,46836.0,33119.0,15776.0,29219.0,6832.0,18343.0,59872.0,291176.0,8976.0,9512.0,49744.0,77812.0,19362.0,28349.0,384014.0,79545.0,22864.0,14199.0,72041.0,97001.0,11232.0,90155.0,71113.0,28049.0,25833.0,15226.0,26321.0,0.0,15043.0,9428.0,234763.0,0.0,7753.0,0.0,140251.0,55924.0,18212.0,35498.0,81241.0,25296.0,0.0,169924.0,17496.0,42420.0,175969.0,727051.0,0.0,0.0,21725.0,29422.0,147281.0,15472.0,0.0,44215.0,53133.0,15245.0,15808.0,15366.0
May-2017,9413.0,65730.0,13819.0,0.0,17428.0,198673.0,47882.0,14037.0,152101.0,19325.0,10837.0,0.0,0.0,10885.0,15643.0,28485.0,105548.0,47121.0,32984.0,16787.0,22939.0,9764.0,15264.0,58525.0,271962.0,11048.0,10903.0,46953.0,75419.0,17879.0,46209.0,386260.0,78673.0,25244.0,15056.0,58544.0,79501.0,12550.0,97279.0,88190.0,28251.0,25146.0,15706.0,25759.0,0.0,17282.0,9860.0,207868.0,0.0,11162.0,0.0,121835.0,43202.0,21676.0,39645.0,67426.0,17503.0,0.0,142575.0,18290.0,36612.0,155880.0,750576.0,0.0,0.0,25289.0,30490.0,135251.0,17082.0,0.0,31247.0,40273.0,15575.0,10493.0,16344.0
Jun-2017,10280.0,60995.0,14131.0,0.0,14957.0,194830.0,43336.0,13888.0,141263.0,18132.0,10620.0,0.0,0.0,10361.0,15487.0,27737.0,112189.0,48386.0,37092.0,16538.0,22511.0,9704.0,14814.0,58477.0,279450.0,10396.0,10912.0,46379.0,75217.0,19154.0,45667.0,382389.0,85446.0,29530.0,14532.0,66352.0,82025.0,12611.0,94487.0,82850.0,27751.0,30237.0,18529.0,32857.0,0.0,16272.0,9881.0,201055.0,0.0,9407.0,0.0,120919.0,44503.0,20049.0,38170.0,61197.0,17493.0,0.0,148030.0,16761.0,35485.0,149339.0,721462.0,0.0,0.0,24533.0,26954.0,126758.0,15767.0,0.0,32486.0,39072.0,15747.0,10706.0,15137.0
Jul-2017,12094.0,75671.0,15135.0,0.0,18661.0,216528.0,51727.0,13572.0,158417.0,20380.0,12355.0,0.0,0.0,10308.0,17676.0,33547.0,129914.0,54165.0,42135.0,18082.0,23974.0,11151.0,17444.0,60935.0,324721.0,10501.0,11352.0,51875.0,85691.0,24652.0,49778.0,424563.0,91290.0,33860.0,15297.0,90980.0,108666.0,13437.0,91902.0,82483.0,28101.0,32252.0,21829.0,38420.0,0.0,16105.0,9326.0,237300.0,0.0,15303.0,0.0,131984.0,52199.0,19577.0,36443.0,74322.0,21034.0,0.0,182710.0,18249.0,39763.0,177484.0,771829.0,0.0,0.0,23576.0,28278.0,146716.0,16337.0,0.0,45945.0,50734.0,15064.0,17195.0,15389.0
Aug-2017,10950.0,67865.0,15562.0,0.0,18001.0,195350.0,47296.0,13373.0,146898.0,20164.0,13103.0,0.0,0.0,10739.0,17824.0,28216.0,119658.0,51483.0,41242.0,17197.0,26551.0,9934.0,15448.0,59261.0,298157.0,11233.0,12125.0,47634.0,78839.0,23525.0,47010.0,398640.0,84498.0,33688.0,16448.0,79992.0,101688.0,12399.0,94887.0,86221.0,27470.0,30329.0,18875.0,32773.0,0.0,17145.0,9858.0,207373.0,0.0,17480.0,0.0,116983.0,42815.0,23964.0,37475.0,65916.0,16565.0,0.0,163340.0,18589.0,34947.0,155780.0,753958.0,0.0,0.0,24993.0,29876.0,134287.0,15838.0,0.0,39850.0,41804.0,16353.0,14335.0,15610.0
Sep-2017,11052.0,73234.0,16283.0,0.0,18473.0,201692.0,50541.0,14047.0,151193.0,19604.0,10958.0,0.0,0.0,10245.0,17101.0,36012.0,117629.0,55155.0,35638.0,16782.0,23404.0,10746.0,17948.0,64249.0,307122.0,8666.0,11338.0,50779.0,83017.0,25819.0,46505.0,403898.0,85265.0,32215.0,14775.0,78753.0,96393.0,12251.0,98431.0,82620.0,29999.0,27148.0,17835.0,29842.0,0.0,16564.0,9408.0,225108.0,0.0,16862.0,0.0,121796.0,49716.0,20567.0,35121.0,69567.0,18898.0,0.0,178563.0,17697.0,41944.0,161000.0,742212.0,13977.0,0.0,23599.0,28548.0,139425.0,15879.0,10938.0,47088.0,50009.0,15373.0,15487.0,15621.0
Oct-2017,12089.0,82342.0,17365.0,0.0,19368.0,221993.0,56386.0,14246.0,170557.0,19738.0,10902.0,0.0,0.0,11729.0,17549.0,39132.0,123971.0,54373.0,35080.0,17978.0,23790.0,11083.0,18918.0,63898.0,328434.0,0.0,11039.0,51953.0,88226.0,26072.0,47656.0,419015.0,83544.0,33481.0,14888.0,81827.0,104194.0,13011.0,101529.0,84641.0,32248.0,26524.0,18288.0,28535.0,0.0,17259.0,9493.0,243670.0,0.0,18402.0,0.0,137141.0,61026.0,21271.0,37933.0,78281.0,21251.0,0.0,193076.0,19651.0,45855.0,180013.0,810784.0,14251.0,0.0,25689.0,30230.0,150133.0,16692.0,11828.0,48821.0,57454.0,15452.0,15620.0,16729.0
Nov-2017,10903.0,74974.0,18040.0,0.0,17839.0,213206.0,53573.0,14747.0,166975.0,19175.0,10204.0,0.0,0.0,11641.0,15670.0,32419.0,117890.0,51936.0,30500.0,16950.0,22279.0,10910.0,18017.0,59278.0,308588.0,0.0,11086.0,52531.0,83036.0,23604.0,43016.0,413987.0,78540.0,26222.0,13923.0,66528.0,92943.0,12638.0,103987.0,87936.0,32885.0,21615.0,16099.0,22324.0,0.0,17039.0,9300.0,237198.0,0.0,18210.0,0.0,141644.0,58692.0,21927.0,37425.0,81257.0,24262.0,0.0,169135.0,18325.0,41016.0,175940.0,834347.0,12245.0,0.0,25924.0,28692.0,146107.0,16555.0,12199.0,44201.0,53017.0,14948.0,12042.0,16328.0
Dec-2017,9729.0,79529.0,15360.0,0.0,20184.0,216483.0,56680.0,14867.0,170313.0,17528.0,7480.0,0.0,0.0,10026.0,13940.0,41130.0,117623.0,53033.0,31813.0,14626.0,21020.0,10929.0,22723.0,60946.0,309031.0,0.0,9507.0,52128.0,90015.0,26654.0,41553.0,411956.0,84419.0,25494.0,14048.0,70297.0,99886.0,10567.0,92260.0,69452.0,29095.0,22612.0,15910.0,25208.0,0.0,14326.0,8678.0,253144.0,0.0,20389.0,0.0,156356.0,68194.0,18805.0,32855.0,93499.0,32721.0,0.0,182153.0,17726.0,42983.0,192686.0,757605.0,13766.0,0.0,20869.0,24887.0,159947.0,16781.0,12449.0,47196.0,58282.0,13828.0,16463.0,13627.0
Jan-2018,9911.0,72115.0,12333.0,0.0,21946.0,200967.0,55662.0,14064.0,161998.0,15532.0,5231.0,0.0,0.0,8521.0,13997.0,45891.0,110692.0,47394.0,30881.0,14786.0,19564.0,9112.0,23444.0,57237.0,291254.0,0.0,8603.0,45117.0,85881.0,26521.0,37415.0,364590.0,73579.0,23735.0,12946.0,73873.0,102585.0,9415.0,77396.0,47630.0,26702.0,23314.0,15897.0,22118.0,0.0,12190.0,7093.0,268842.0,0.0,20888.0,0.0,159314.0,74708.0,18936.0,33453.0,95432.0,37923.0,0.0,204227.0,15662.0,44731.0,190757.0,742788.0,12902.0,0.0,23305.0,26608.0,153250.0,14959.0,12477.0,51628.0,64091.0,13994.0,14022.0,10989.0
Feb-2018,9190.0,60637.0,14467.0,0.0,15409.0,191022.0,47730.0,13670.0,146223.0,15109.0,6395.0,0.0,0.0,9163.0,14682.0,33143.0,102253.0,43345.0,23252.0,12513.0,18629.0,10768.0,16582.0,51306.0,249485.0,0.0,8656.0,42692.0,70321.0,21342.0,35570.0,365243.0,65479.0,19518.0,11953.0,50127.0,86344.0,11018.0,88714.0,75306.0,25971.0,17242.0,13539.0,15607.0,0.0,14006.0,10230.0,210782.0,0.0,16362.0,0.0,139288.0,59491.0,19862.0,32346.0,77039.0,24944.0,0.0,138448.0,16106.0,34985.0,148619.0,747641.0,8090.0,0.0,23291.0,25547.0,128167.0,13989.0,10840.0,33824.0,43119.0,12554.0,8701.0,12906.0
Mar-2018,10851.0,70464.0,17575.0,0.0,18428.0,221754.0,54400.0,15814.0,172790.0,18921.0,8303.0,0.0,0.0,10488.0,17641.0,35722.0,106677.0,52466.0,27006.0,17470.0,22860.0,10662.0,18279.0,61929.0,296549.0,0.0,10857.0,48323.0,80092.0,20061.0,43635.0,415257.0,84475.0,25869.0,14541.0,55837.0,86943.0,15517.0,108778.0,88789.0,31011.0,21605.0,15736.0,21316.0,0.0,16826.0,9733.0,231490.0,0.0,15616.0,0.0,156474.0,64648.0,22061.0,36464.0,91206.0,27532.0,0.0,162317.0,20157.0,41582.0,179204.0,827636.0,10760.0,0.0,25505.0,30244.0,149388.0,16353.0,11830.0,40734.0,50528.0,15178.0,10685.0,16309.0
Apr-2018,10759.0,70660.0,16137.0,0.0,18697.0,215390.0,54610.0,14508.0,170319.0,18266.0,8345.0,0.0,0.0,11063.0,16730.0,38537.0,106624.0,52477.0,30431.0,15747.0,20666.0,9358.0,19270.0,57336.0,284525.0,0.0,10488.0,48620.0,82913.0,20013.0,40063.0,389543.0,78704.0,28435.0,13277.0,67265.0,91421.0,11805.0,96484.0,75025.0,27896.0,25178.0,15538.0,26064.0,0.0,15073.0,9230.0,242480.0,0.0,16186.0,0.0,142067.0,59818.0,21196.0,36042.0,85403.0,25260.0,0.0,170689.0,18697.0,43686.0,178163.0,765782.0,11896.0,0.0,24207.0,30655.0,148212.0,15314.0,10866.0,44847.0,54617.0,14608.0,13069.0,14468.0
