City Pair,Passenger Total,Year,Month_num,YYYY-MM
ADELAIDE-PORT LINCOLN,15587,2011,8,2011-8
ADELAIDE-SYDNEY,135625,2011,8,2011-8
ALBURY-SYDNEY,22806,2011,8,2011-8
ALICE SPRINGS-MELBOURNE,0,2011,8,2011-8
ALICE SPRINGS-SYDNEY,0,2011,8,2011-8
AYERS ROCK-SYDNEY,14771,2011,8,2011-8
BALLINA-SYDNEY,19489,2011,8,2011-8
BRISBANE-CAIRNS,100506,2011,8,2011-8
BRISBANE-CANBERRA,57650,2011,8,2011-8
BRISBANE-DARWIN,33913,2011,8,2011-8
BRISBANE-GLADSTONE,25424,2011,8,2011-8
BRISBANE-HAMILTON ISLAND,14665,2011,8,2011-8
BRISBANE-HOBART,0,2011,8,2011-8
BRISBANE-MACKAY,82399,2011,8,2011-8
BRISBANE-MELBOURNE,260431,2011,8,2011-8
BRISBANE-NEWCASTLE,50048,2011,8,2011-8
BRISBANE-PERTH,72444,2011,8,2011-8
BRISBANE-PROSERPINE,18604,2011,8,2011-8
BRISBANE-ROCKHAMPTON,57403,2011,8,2011-8
BRISBANE-SYDNEY,378024,2011,8,2011-8
BRISBANE-TOWNSVILLE,86750,2011,8,2011-8
BROOME-PERTH,32311,2011,8,2011-8
CAIRNS-MELBOURNE,50599,2011,8,2011-8
CAIRNS-SYDNEY,85264,2011,8,2011-8
CAIRNS-TOWNSVILLE,16158,2011,8,2011-8
CANBERRA-MELBOURNE,87571,2011,8,2011-8
CANBERRA-SYDNEY,97915,2011,8,2011-8
COFFS HARBOUR-SYDNEY,25050,2011,8,2011-8
DARWIN-MELBOURNE,30111,2011,8,2011-8
DARWIN-PERTH,15237,2011,8,2011-8
DARWIN-SYDNEY,0,2011,8,2011-8
DEVONPORT-MELBOURNE,0,2011,8,2011-8
DUBBO-SYDNEY,15395,2011,8,2011-8
GOLD COAST-SYDNEY,173600,2011,8,2011-8
HAMILTON ISLAND-SYDNEY,15393,2011,8,2011-8
HERVEY BAY-SYDNEY,0,2011,8,2011-8
HOBART-MELBOURNE,84825,2011,8,2011-8
HOBART-SYDNEY,31125,2011,8,2011-8
KALGOORLIE-PERTH,24162,2011,8,2011-8
KARRATHA-PERTH,63161,2011,8,2011-8
LAUNCESTON-MELBOURNE,62514,2011,8,2011-8
LAUNCESTON-SYDNEY,16455,2011,8,2011-8
MELBOURNE-BURNIE,0,2011,8,2011-8
MELBOURNE-GOLD COAST,127849,2011,8,2011-8
MELBOURNE-MILDURA,16521,2011,8,2011-8
MELBOURNE-NEWCASTLE,35348,2011,8,2011-8
MELBOURNE-PERTH,151758,2011,8,2011-8
MELBOURNE-SYDNEY,643990,2011,8,2011-8
NEWCASTLE-GOLD COAST,0,2011,8,2011-8
PERTH-NEWMAN,23709,2011,8,2011-8
PERTH-PORT HEDLAND,33732,2011,8,2011-8
PERTH-SYDNEY,142789,2011,8,2011-8
PORT MACQUARIE-SYDNEY,17060,2011,8,2011-8
SUNSHINE COAST-MELBOURNE,28764,2011,8,2011-8
SUNSHINE COAST-SYDNEY,35282,2011,8,2011-8
SYDNEY-TOWNSVILLE,15520,2011,8,2011-8
SYDNEY-WAGGA WAGGA,15776,2011,8,2011-8
ADELAIDE-ALICE SPRINGS,0,2011,9,2011-9
ADELAIDE-BRISBANE,57568,2011,9,2011-9
ADELAIDE-CANBERRA,16570,2011,9,2011-9
ADELAIDE-GOLD COAST,15571,2011,9,2011-9
ADELAIDE-MELBOURNE,167796,2011,9,2011-9
ADELAIDE-PERTH,48794,2011,9,2011-9
ADELAIDE-PORT LINCOLN,16521,2011,9,2011-9
ADELAIDE-SYDNEY,140073,2011,9,2011-9
ALBURY-SYDNEY,22230,2011,9,2011-9
ALICE SPRINGS-MELBOURNE,0,2011,9,2011-9
ALICE SPRINGS-SYDNEY,0,2011,9,2011-9
AYERS ROCK-SYDNEY,14019,2011,9,2011-9
BALLINA-SYDNEY,22981,2011,9,2011-9
BRISBANE-CAIRNS,96635,2011,9,2011-9
BRISBANE-CANBERRA,57857,2011,9,2011-9
BRISBANE-DARWIN,31824,2011,9,2011-9
BRISBANE-GLADSTONE,25559,2011,9,2011-9
BRISBANE-HAMILTON ISLAND,17060,2011,9,2011-9
BRISBANE-HOBART,0,2011,9,2011-9
BRISBANE-MACKAY,85063,2011,9,2011-9
BRISBANE-MELBOURNE,268992,2011,9,2011-9
BRISBANE-NEWCASTLE,50737,2011,9,2011-9
BRISBANE-PERTH,76696,2011,9,2011-9
BRISBANE-PROSERPINE,18646,2011,9,2011-9
BRISBANE-ROCKHAMPTON,57773,2011,9,2011-9
BRISBANE-SYDNEY,375854,2011,9,2011-9
BRISBANE-TOWNSVILLE,87793,2011,9,2011-9
BROOME-PERTH,28386,2011,9,2011-9
CAIRNS-MELBOURNE,45692,2011,9,2011-9
CAIRNS-SYDNEY,77439,2011,9,2011-9
CAIRNS-TOWNSVILLE,16113,2011,9,2011-9
CANBERRA-MELBOURNE,89105,2011,9,2011-9
CANBERRA-SYDNEY,96909,2011,9,2011-9
COFFS HARBOUR-SYDNEY,26745,2011,9,2011-9
DARWIN-MELBOURNE,26092,2011,9,2011-9
DARWIN-PERTH,13904,2011,9,2011-9
DARWIN-SYDNEY,0,2011,9,2011-9
DEVONPORT-MELBOURNE,0,2011,9,2011-9
DUBBO-SYDNEY,15804,2011,9,2011-9
GOLD COAST-SYDNEY,182597,2011,9,2011-9
HAMILTON ISLAND-SYDNEY,17139,2011,9,2011-9
HERVEY BAY-SYDNEY,0,2011,9,2011-9
HOBART-MELBOURNE,85259,2011,9,2011-9
HOBART-SYDNEY,36014,2011,9,2011-9
KALGOORLIE-PERTH,22054,2011,9,2011-9
KARRATHA-PERTH,61720,2011,9,2011-9
LAUNCESTON-MELBOURNE,61448,2011,9,2011-9
LAUNCESTON-SYDNEY,16485,2011,9,2011-9
MELBOURNE-BURNIE,0,2011,9,2011-9
MELBOURNE-GOLD COAST,136841,2011,9,2011-9
MELBOURNE-MILDURA,16287,2011,9,2011-9
MELBOURNE-NEWCASTLE,36821,2011,9,2011-9
MELBOURNE-PERTH,148872,2011,9,2011-9
MELBOURNE-SYDNEY,629277,2011,9,2011-9
NEWCASTLE-GOLD COAST,0,2011,9,2011-9
PERTH-NEWMAN,23063,2011,9,2011-9
PERTH-PORT HEDLAND,32741,2011,9,2011-9
PERTH-SYDNEY,146749,2011,9,2011-9
PORT MACQUARIE-SYDNEY,17818,2011,9,2011-9
SUNSHINE COAST-MELBOURNE,30948,2011,9,2011-9
SUNSHINE COAST-SYDNEY,39087,2011,9,2011-9
SYDNEY-TOWNSVILLE,16323,2011,9,2011-9
SYDNEY-WAGGA WAGGA,16484,2011,9,2011-9
ADELAIDE-ALICE SPRINGS,0,2011,10,2011-10
ADELAIDE-BRISBANE,62446,2011,10,2011-10
ADELAIDE-CANBERRA,16304,2011,10,2011-10
ADELAIDE-GOLD COAST,18034,2011,10,2011-10
ADELAIDE-MELBOURNE,179183,2011,10,2011-10
ADELAIDE-PERTH,51210,2011,10,2011-10
ADELAIDE-PORT LINCOLN,17267,2011,10,2011-10
ADELAIDE-SYDNEY,147850,2011,10,2011-10
ALBURY-SYDNEY,21666,2011,10,2011-10
ALICE SPRINGS-MELBOURNE,0,2011,10,2011-10
ALICE SPRINGS-SYDNEY,0,2011,10,2011-10
AYERS ROCK-SYDNEY,14552,2011,10,2011-10
BALLINA-SYDNEY,23482,2011,10,2011-10
BRISBANE-CAIRNS,96498,2011,10,2011-10
BRISBANE-CANBERRA,56298,2011,10,2011-10
BRISBANE-DARWIN,31059,2011,10,2011-10
BRISBANE-GLADSTONE,27164,2011,10,2011-10
BRISBANE-HAMILTON ISLAND,17068,2011,10,2011-10
BRISBANE-HOBART,0,2011,10,2011-10
BRISBANE-MACKAY,86698,2011,10,2011-10
BRISBANE-MELBOURNE,286730,2011,10,2011-10
BRISBANE-NEWCASTLE,54594,2011,10,2011-10
BRISBANE-PERTH,81718,2011,10,2011-10
BRISBANE-PROSERPINE,19427,2011,10,2011-10
BRISBANE-ROCKHAMPTON,57914,2011,10,2011-10
BRISBANE-SYDNEY,374484,2011,10,2011-10
BRISBANE-TOWNSVILLE,83937,2011,10,2011-10
BROOME-PERTH,29051,2011,10,2011-10
CAIRNS-MELBOURNE,49038,2011,10,2011-10
CAIRNS-SYDNEY,84641,2011,10,2011-10
CAIRNS-TOWNSVILLE,17624,2011,10,2011-10
CANBERRA-MELBOURNE,87798,2011,10,2011-10
CANBERRA-SYDNEY,89424,2011,10,2011-10
COFFS HARBOUR-SYDNEY,27758,2011,10,2011-10
DARWIN-MELBOURNE,26591,2011,10,2011-10
DARWIN-PERTH,14949,2011,10,2011-10
DARWIN-SYDNEY,0,2011,10,2011-10
DEVONPORT-MELBOURNE,0,2011,10,2011-10
DUBBO-SYDNEY,15195,2011,10,2011-10
GOLD COAST-SYDNEY,190847,2011,10,2011-10
HAMILTON ISLAND-SYDNEY,18895,2011,10,2011-10
HERVEY BAY-SYDNEY,0,2011,10,2011-10
HOBART-MELBOURNE,92687,2011,10,2011-10
HOBART-SYDNEY,38528,2011,10,2011-10
KALGOORLIE-PERTH,19768,2011,10,2011-10
KARRATHA-PERTH,59887,2011,10,2011-10
LAUNCESTON-MELBOURNE,64054,2011,10,2011-10
LAUNCESTON-SYDNEY,17100,2011,10,2011-10
MELBOURNE-BURNIE,0,2011,10,2011-10
MELBOURNE-GOLD COAST,153402,2011,10,2011-10
MELBOURNE-MILDURA,17074,2011,10,2011-10
MELBOURNE-NEWCASTLE,41069,2011,10,2011-10
MELBOURNE-PERTH,155471,2011,10,2011-10
MELBOURNE-SYDNEY,657964,2011,10,2011-10
NEWCASTLE-GOLD COAST,0,2011,10,2011-10
PERTH-NEWMAN,22719,2011,10,2011-10
PERTH-PORT HEDLAND,33536,2011,10,2011-10
PERTH-SYDNEY,149640,2011,10,2011-10
PORT MACQUARIE-SYDNEY,18435,2011,10,2011-10
SUNSHINE COAST-MELBOURNE,29793,2011,10,2011-10
SUNSHINE COAST-SYDNEY,41603,2011,10,2011-10
SYDNEY-TOWNSVILLE,15210,2011,10,2011-10
SYDNEY-WAGGA WAGGA,15946,2011,10,2011-10
ADELAIDE-ALICE SPRINGS,0,2011,11,2011-11
ADELAIDE-BRISBANE,59191,2011,11,2011-11
ADELAIDE-CANBERRA,16602,2011,11,2011-11
ADELAIDE-GOLD COAST,15820,2011,11,2011-11
ADELAIDE-MELBOURNE,168437,2011,11,2011-11
ADELAIDE-PERTH,50740,2011,11,2011-11
ADELAIDE-PORT LINCOLN,16408,2011,11,2011-11
ADELAIDE-SYDNEY,145716,2011,11,2011-11
ALBURY-SYDNEY,21949,2011,11,2011-11
ALICE SPRINGS-MELBOURNE,0,2011,11,2011-11
ALICE SPRINGS-SYDNEY,0,2011,11,2011-11
AYERS ROCK-SYDNEY,12701,2011,11,2011-11
BALLINA-SYDNEY,20640,2011,11,2011-11
BRISBANE-CAIRNS,93631,2011,11,2011-11
BRISBANE-CANBERRA,53537,2011,11,2011-11
BRISBANE-DARWIN,28165,2011,11,2011-11
BRISBANE-GLADSTONE,29864,2011,11,2011-11
BRISBANE-HAMILTON ISLAND,15546,2011,11,2011-11
BRISBANE-HOBART,0,2011,11,2011-11
BRISBANE-MACKAY,80866,2011,11,2011-11
BRISBANE-MELBOURNE,267714,2011,11,2011-11
BRISBANE-NEWCASTLE,52164,2011,11,2011-11
BRISBANE-PERTH,78849,2011,11,2011-11
BRISBANE-PROSERPINE,17979,2011,11,2011-11
BRISBANE-ROCKHAMPTON,55411,2011,11,2011-11
BRISBANE-SYDNEY,372386,2011,11,2011-11
BRISBANE-TOWNSVILLE,81958,2011,11,2011-11
BROOME-PERTH,22483,2011,11,2011-11
CAIRNS-MELBOURNE,36154,2011,11,2011-11
CAIRNS-SYDNEY,75590,2011,11,2011-11
CAIRNS-TOWNSVILLE,16248,2011,11,2011-11
CANBERRA-MELBOURNE,91109,2011,11,2011-11
CANBERRA-SYDNEY,94827,2011,11,2011-11
COFFS HARBOUR-SYDNEY,27060,2011,11,2011-11
DARWIN-MELBOURNE,19890,2011,11,2011-11
DARWIN-PERTH,12247,2011,11,2011-11
DARWIN-SYDNEY,0,2011,11,2011-11
DEVONPORT-MELBOURNE,0,2011,11,2011-11
DUBBO-SYDNEY,15253,2011,11,2011-11
GERALDTON-PERTH,0,2011,11,2011-11
GOLD COAST-SYDNEY,185981,2011,11,2011-11
HAMILTON ISLAND-SYDNEY,17281,2011,11,2011-11
HERVEY BAY-SYDNEY,0,2011,11,2011-11
HOBART-MELBOURNE,92771,2011,11,2011-11
HOBART-SYDNEY,41613,2011,11,2011-11
KALGOORLIE-PERTH,21776,2011,11,2011-11
KARRATHA-PERTH,64935,2011,11,2011-11
LAUNCESTON-MELBOURNE,68064,2011,11,2011-11
LAUNCESTON-SYDNEY,19745,2011,11,2011-11
MELBOURNE-BURNIE,0,2011,11,2011-11
MELBOURNE-GOLD COAST,145458,2011,11,2011-11
MELBOURNE-MILDURA,16341,2011,11,2011-11
MELBOURNE-NEWCASTLE,35098,2011,11,2011-11
MELBOURNE-PERTH,155325,2011,11,2011-11
MELBOURNE-SYDNEY,663985,2011,11,2011-11
NEWCASTLE-GOLD COAST,0,2011,11,2011-11
PERTH-NEWMAN,25612,2011,11,2011-11
PERTH-PORT HEDLAND,37127,2011,11,2011-11
PERTH-SYDNEY,152988,2011,11,2011-11
PORT MACQUARIE-SYDNEY,16604,2011,11,2011-11
SUNSHINE COAST-MELBOURNE,28928,2011,11,2011-11
SUNSHINE COAST-SYDNEY,35897,2011,11,2011-11
SYDNEY-TOWNSVILLE,13947,2011,11,2011-11
SYDNEY-WAGGA WAGGA,15922,2011,11,2011-11
ADELAIDE-ALICE SPRINGS,0,2011,12,2011-12
ADELAIDE-BRISBANE,57926,2011,12,2011-12
ADELAIDE-CANBERRA,15181,2011,12,2011-12
ADELAIDE-GOLD COAST,15650,2011,12,2011-12
ADELAIDE-MELBOURNE,166317,2011,12,2011-12
ADELAIDE-PERTH,51317,2011,12,2011-12
ADELAIDE-PORT LINCOLN,16930,2011,12,2011-12
ADELAIDE-SYDNEY,145918,2011,12,2011-12
ALBURY-SYDNEY,20094,2011,12,2011-12
ALICE SPRINGS-MELBOURNE,0,2011,12,2011-12
ALICE SPRINGS-SYDNEY,0,2011,12,2011-12
AYERS ROCK-SYDNEY,10565,2011,12,2011-12
BALLINA-SYDNEY,24730,2011,12,2011-12
BRISBANE-CAIRNS,97923,2011,12,2011-12
BRISBANE-CANBERRA,56659,2011,12,2011-12
BRISBANE-DARWIN,28949,2011,12,2011-12
BRISBANE-GLADSTONE,28220,2011,12,2011-12
BRISBANE-HAMILTON ISLAND,15737,2011,12,2011-12
BRISBANE-HOBART,0,2011,12,2011-12
BRISBANE-MACKAY,79754,2011,12,2011-12
BRISBANE-MELBOURNE,279043,2011,12,2011-12
BRISBANE-NEWCASTLE,51906,2011,12,2011-12
BRISBANE-PERTH,82318,2011,12,2011-12
BRISBANE-PROSERPINE,17506,2011,12,2011-12
BRISBANE-ROCKHAMPTON,53057,2011,12,2011-12
BRISBANE-SYDNEY,379968,2011,12,2011-12
BRISBANE-TOWNSVILLE,87511,2011,12,2011-12
BROOME-PERTH,20574,2011,12,2011-12
CAIRNS-MELBOURNE,35255,2011,12,2011-12
CAIRNS-SYDNEY,76599,2011,12,2011-12
CAIRNS-TOWNSVILLE,14947,2011,12,2011-12
CANBERRA-MELBOURNE,81355,2011,12,2011-12
CANBERRA-SYDNEY,77963,2011,12,2011-12
COFFS HARBOUR-SYDNEY,27420,2011,12,2011-12
DARWIN-MELBOURNE,22105,2011,12,2011-12
DARWIN-PERTH,12969,2011,12,2011-12
DARWIN-SYDNEY,0,2011,12,2011-12
DEVONPORT-MELBOURNE,0,2011,12,2011-12
DUBBO-SYDNEY,13039,2011,12,2011-12
GERALDTON-PERTH,10638,2011,12,2011-12
GOLD COAST-SYDNEY,203472,2011,12,2011-12
HAMILTON ISLAND-SYDNEY,16554,2011,12,2011-12
HERVEY BAY-SYDNEY,0,2011,12,2011-12
HOBART-MELBOURNE,101155,2011,12,2011-12
HOBART-SYDNEY,47076,2011,12,2011-12
KALGOORLIE-PERTH,17896,2011,12,2011-12
KARRATHA-PERTH,57695,2011,12,2011-12
LAUNCESTON-MELBOURNE,73579,2011,12,2011-12
LAUNCESTON-SYDNEY,21959,2011,12,2011-12
MELBOURNE-BURNIE,0,2011,12,2011-12
MELBOURNE-GOLD COAST,151643,2011,12,2011-12
MELBOURNE-MILDURA,15876,2011,12,2011-12
MELBOURNE-NEWCASTLE,35310,2011,12,2011-12
MELBOURNE-PERTH,163799,2011,12,2011-12
MELBOURNE-SYDNEY,632233,2011,12,2011-12
NEWCASTLE-GOLD COAST,0,2011,12,2011-12
PERTH-NEWMAN,20846,2011,12,2011-12
PERTH-PORT HEDLAND,32432,2011,12,2011-12
PERTH-SYDNEY,159335,2011,12,2011-12
PORT MACQUARIE-SYDNEY,17327,2011,12,2011-12
SUNSHINE COAST-MELBOURNE,29707,2011,12,2011-12
SUNSHINE COAST-SYDNEY,41782,2011,12,2011-12
SYDNEY-TOWNSVILLE,16629,2011,12,2011-12
SYDNEY-WAGGA WAGGA,14065,2011,12,2011-12
ADELAIDE-ALICE SPRINGS,0,2012,1,2012-1
ADELAIDE-BRISBANE,59214,2012,1,2012-1
ADELAIDE-CANBERRA,12137,2012,1,2012-1
ADELAIDE-GOLD COAST,15275,2012,1,2012-1
ADELAIDE-MELBOURNE,169390,2012,1,2012-1
ADELAIDE-PERTH,52491,2012,1,2012-1
ADELAIDE-PORT LINCOLN,15322,2012,1,2012-1
ADELAIDE-SYDNEY,144489,2012,1,2012-1
ALBURY-SYDNEY,16314,2012,1,2012-1
ALICE SPRINGS-MELBOURNE,0,2012,1,2012-1
ALICE SPRINGS-SYDNEY,0,2012,1,2012-1
AYERS ROCK-SYDNEY,11695,2012,1,2012-1
BALLINA-SYDNEY,30069,2012,1,2012-1
BRISBANE-CAIRNS,97713,2012,1,2012-1
BRISBANE-CANBERRA,50509,2012,1,2012-1
BRISBANE-DARWIN,27683,2012,1,2012-1
BRISBANE-EMERALD,0,2012,1,2012-1
BRISBANE-GLADSTONE,27775,2012,1,2012-1
BRISBANE-HAMILTON ISLAND,14825,2012,1,2012-1
BRISBANE-HOBART,0,2012,1,2012-1
BRISBANE-MACKAY,74382,2012,1,2012-1
BRISBANE-MELBOURNE,276083,2012,1,2012-1
BRISBANE-NEWCASTLE,48849,2012,1,2012-1
BRISBANE-PERTH,80967,2012,1,2012-1
BRISBANE-PROSERPINE,17497,2012,1,2012-1
BRISBANE-ROCKHAMPTON,48229,2012,1,2012-1
BRISBANE-SYDNEY,339757,2012,1,2012-1
BRISBANE-TOWNSVILLE,72479,2012,1,2012-1
BROOME-PERTH,18784,2012,1,2012-1
CAIRNS-MELBOURNE,39715,2012,1,2012-1
CAIRNS-SYDNEY,81450,2012,1,2012-1
CAIRNS-TOWNSVILLE,13424,2012,1,2012-1
CANBERRA-MELBOURNE,69271,2012,1,2012-1
CANBERRA-SYDNEY,57381,2012,1,2012-1
COFFS HARBOUR-SYDNEY,25989,2012,1,2012-1
DARWIN-MELBOURNE,24033,2012,1,2012-1
DARWIN-PERTH,12232,2012,1,2012-1
DARWIN-SYDNEY,0,2012,1,2012-1
DEVONPORT-MELBOURNE,0,2012,1,2012-1
DUBBO-SYDNEY,11047,2012,1,2012-1
GERALDTON-PERTH,9283,2012,1,2012-1
GOLD COAST-SYDNEY,222744,2012,1,2012-1
HAMILTON ISLAND-SYDNEY,18823,2012,1,2012-1
HERVEY BAY-SYDNEY,0,2012,1,2012-1
HOBART-MELBOURNE,109368,2012,1,2012-1
HOBART-SYDNEY,53539,2012,1,2012-1
KALGOORLIE-PERTH,16322,2012,1,2012-1
KARRATHA-PERTH,57209,2012,1,2012-1
LAUNCESTON-MELBOURNE,74937,2012,1,2012-1
LAUNCESTON-SYDNEY,25281,2012,1,2012-1
MELBOURNE-BURNIE,0,2012,1,2012-1
MELBOURNE-GOLD COAST,167554,2012,1,2012-1
MELBOURNE-MILDURA,14196,2012,1,2012-1
MELBOURNE-NEWCASTLE,38923,2012,1,2012-1
MELBOURNE-PERTH,173628,2012,1,2012-1
MELBOURNE-SYDNEY,617598,2012,1,2012-1
NEWCASTLE-GOLD COAST,0,2012,1,2012-1
PERTH-NEWMAN,21217,2012,1,2012-1
PERTH-PORT HEDLAND,34110,2012,1,2012-1
PERTH-SYDNEY,157747,2012,1,2012-1
PORT MACQUARIE-SYDNEY,15066,2012,1,2012-1
SUNSHINE COAST-MELBOURNE,35322,2012,1,2012-1
SUNSHINE COAST-SYDNEY,44098,2012,1,2012-1
SYDNEY-TOWNSVILLE,16280,2012,1,2012-1
SYDNEY-WAGGA WAGGA,11574,2012,1,2012-1
ADELAIDE-ALICE SPRINGS,0,2012,2,2012-2
ADELAIDE-BRISBANE,51219,2012,2,2012-2
ADELAIDE-CANBERRA,13607,2012,2,2012-2
ADELAIDE-GOLD COAST,14464,2012,2,2012-2
ADELAIDE-MELBOURNE,164954,2012,2,2012-2
ADELAIDE-PERTH,47452,2012,2,2012-2
ADELAIDE-PORT LINCOLN,16226,2012,2,2012-2
ADELAIDE-SYDNEY,131271,2012,2,2012-2
ALBURY-SYDNEY,18029,2012,2,2012-2
ALICE SPRINGS-MELBOURNE,0,2012,2,2012-2
ALICE SPRINGS-SYDNEY,0,2012,2,2012-2
AYERS ROCK-SYDNEY,10282,2012,2,2012-2
BALLINA-SYDNEY,19199,2012,2,2012-2
BRISBANE-CAIRNS,79106,2012,2,2012-2
BRISBANE-CANBERRA,43211,2012,2,2012-2
BRISBANE-DARWIN,24402,2012,2,2012-2
BRISBANE-EMERALD,20259,2012,2,2012-2
BRISBANE-GLADSTONE,29072,2012,2,2012-2
BRISBANE-HAMILTON ISLAND,9429,2012,2,2012-2
BRISBANE-HOBART,0,2012,2,2012-2
BRISBANE-MACKAY,72980,2012,2,2012-2
BRISBANE-MELBOURNE,221348,2012,2,2012-2
BRISBANE-NEWCASTLE,45057,2012,2,2012-2
BRISBANE-PERTH,68373,2012,2,2012-2
BRISBANE-PROSERPINE,14088,2012,2,2012-2
BRISBANE-ROCKHAMPTON,49094,2012,2,2012-2
BRISBANE-SYDNEY,328523,2012,2,2012-2
BRISBANE-TOWNSVILLE,71256,2012,2,2012-2
BROOME-PERTH,16297,2012,2,2012-2
CAIRNS-MELBOURNE,25604,2012,2,2012-2
CAIRNS-SYDNEY,59690,2012,2,2012-2
CAIRNS-TOWNSVILLE,14759,2012,2,2012-2
CANBERRA-MELBOURNE,81856,2012,2,2012-2
CANBERRA-SYDNEY,82518,2012,2,2012-2
COFFS HARBOUR-SYDNEY,24661,2012,2,2012-2
DARWIN-MELBOURNE,17462,2012,2,2012-2
DARWIN-PERTH,9552,2012,2,2012-2
DARWIN-SYDNEY,0,2012,2,2012-2
DEVONPORT-MELBOURNE,0,2012,2,2012-2
DUBBO-SYDNEY,14220,2012,2,2012-2
GERALDTON-PERTH,11364,2012,2,2012-2
GOLD COAST-SYDNEY,179909,2012,2,2012-2
HAMILTON ISLAND-SYDNEY,13162,2012,2,2012-2
HERVEY BAY-SYDNEY,0,2012,2,2012-2
HOBART-MELBOURNE,98408,2012,2,2012-2
HOBART-SYDNEY,40252,2012,2,2012-2
KALGOORLIE-PERTH,18602,2012,2,2012-2
KARRATHA-PERTH,60272,2012,2,2012-2
LAUNCESTON-MELBOURNE,66567,2012,2,2012-2
LAUNCESTON-SYDNEY,19613,2012,2,2012-2
MELBOURNE-BURNIE,0,2012,2,2012-2
MELBOURNE-GOLD COAST,130214,2012,2,2012-2
MELBOURNE-MILDURA,15539,2012,2,2012-2
MELBOURNE-NEWCASTLE,32100,2012,2,2012-2
MELBOURNE-PERTH,146806,2012,2,2012-2
MELBOURNE-SYDNEY,627385,2012,2,2012-2
NEWCASTLE-GOLD COAST,0,2012,2,2012-2
PERTH-NEWMAN,25547,2012,2,2012-2
PERTH-PORT HEDLAND,37080,2012,2,2012-2
PERTH-SYDNEY,135961,2012,2,2012-2
PORT MACQUARIE-SYDNEY,15442,2012,2,2012-2
SUNSHINE COAST-MELBOURNE,21075,2012,2,2012-2
SUNSHINE COAST-SYDNEY,33092,2012,2,2012-2
SYDNEY-TOWNSVILLE,11846,2012,2,2012-2
SYDNEY-WAGGA WAGGA,14414,2012,2,2012-2
ADELAIDE-ALICE SPRINGS,0,2012,3,2012-3
ADELAIDE-BRISBANE,59427,2012,3,2012-3
ADELAIDE-CANBERRA,16906,2012,3,2012-3
ADELAIDE-GOLD COAST,16072,2012,3,2012-3
ADELAIDE-MELBOURNE,183430,2012,3,2012-3
ADELAIDE-PERTH,53788,2012,3,2012-3
ADELAIDE-PORT LINCOLN,17905,2012,3,2012-3
ADELAIDE-SYDNEY,152778,2012,3,2012-3
ALBURY-SYDNEY,21822,2012,3,2012-3
ALICE SPRINGS-MELBOURNE,0,2012,3,2012-3
ALICE SPRINGS-SYDNEY,0,2012,3,2012-3
AYERS ROCK-SYDNEY,13118,2012,3,2012-3
BALLINA-SYDNEY,20790,2012,3,2012-3
BRISBANE-CAIRNS,90097,2012,3,2012-3
BRISBANE-CANBERRA,52341,2012,3,2012-3
BRISBANE-DARWIN,27923,2012,3,2012-3
BRISBANE-EMERALD,21921,2012,3,2012-3
BRISBANE-GLADSTONE,32007,2012,3,2012-3
BRISBANE-HAMILTON ISLAND,10977,2012,3,2012-3
BRISBANE-HOBART,0,2012,3,2012-3
BRISBANE-MACKAY,79678,2012,3,2012-3
BRISBANE-MELBOURNE,260468,2012,3,2012-3
BRISBANE-NEWCASTLE,52126,2012,3,2012-3
BRISBANE-PERTH,79059,2012,3,2012-3
BRISBANE-PROSERPINE,17738,2012,3,2012-3
BRISBANE-ROCKHAMPTON,57090,2012,3,2012-3
BRISBANE-SYDNEY,366337,2012,3,2012-3
BRISBANE-TOWNSVILLE,80956,2012,3,2012-3
BROOME-PERTH,21435,2012,3,2012-3
CAIRNS-MELBOURNE,31608,2012,3,2012-3
CAIRNS-SYDNEY,67803,2012,3,2012-3
CAIRNS-TOWNSVILLE,16470,2012,3,2012-3
CANBERRA-MELBOURNE,97146,2012,3,2012-3
CANBERRA-SYDNEY,97990,2012,3,2012-3
COFFS HARBOUR-SYDNEY,27664,2012,3,2012-3
DARWIN-MELBOURNE,19435,2012,3,2012-3
DARWIN-PERTH,11472,2012,3,2012-3
DARWIN-SYDNEY,0,2012,3,2012-3
DEVONPORT-MELBOURNE,0,2012,3,2012-3
DUBBO-SYDNEY,16382,2012,3,2012-3
GERALDTON-PERTH,12350,2012,3,2012-3
GOLD COAST-SYDNEY,192342,2012,3,2012-3
HAMILTON ISLAND-SYDNEY,14781,2012,3,2012-3
HERVEY BAY-SYDNEY,0,2012,3,2012-3
HOBART-MELBOURNE,107820,2012,3,2012-3
HOBART-SYDNEY,41155,2012,3,2012-3
KALGOORLIE-PERTH,19916,2012,3,2012-3
KARRATHA-PERTH,62898,2012,3,2012-3
LAUNCESTON-MELBOURNE,72446,2012,3,2012-3
LAUNCESTON-SYDNEY,20259,2012,3,2012-3
MELBOURNE-BURNIE,0,2012,3,2012-3
MELBOURNE-GOLD COAST,148693,2012,3,2012-3
MELBOURNE-MILDURA,17642,2012,3,2012-3
MELBOURNE-NEWCASTLE,36535,2012,3,2012-3
MELBOURNE-PERTH,169779,2012,3,2012-3
MELBOURNE-SYDNEY,694412,2012,3,2012-3
NEWCASTLE-GOLD COAST,0,2012,3,2012-3
PERTH-NEWMAN,26943,2012,3,2012-3
PERTH-PORT HEDLAND,39468,2012,3,2012-3
PERTH-SYDNEY,155793,2012,3,2012-3
