City Pair,Passenger Total,Year,Month_num,YYYY-MM
ADELAIDE-BRISBANE,42862,2004,7,2004-7
ADELAIDE-CANBERRA,14662,2004,7,2004-7
ADELAIDE-GOLD COAST,10176,2004,7,2004-7
ADELAIDE-MELBOURNE,140129,2004,7,2004-7
ADELAIDE-PERTH,39830,2004,7,2004-7
ADELAIDE-PORT LINCOLN,10069,2004,7,2004-7
ADELAIDE-SYDNEY,122276,2004,7,2004-7
ALBURY-SYDNEY,12720,2004,7,2004-7
ALICE SPRINGS-SYDNEY,16680,2004,7,2004-7
BALLINA-SYDNEY,9664,2004,7,2004-7
BRISBANE-CAIRNS,107361,2004,7,2004-7
BRISBANE-CANBERRA,48397,2004,7,2004-7
BRISBANE-DARWIN,28109,2004,7,2004-7
BRISBANE-HAMILTON ISLAND,10177,2004,7,2004-7
BRISBANE-HOBART,11501,2004,7,2004-7
BRISBANE-MACKAY,39862,2004,7,2004-7
BRISBANE-MELBOURNE,229779,2004,7,2004-7
BRISBANE-NEWCASTLE,20976,2004,7,2004-7
BRISBANE-PERTH,34137,2004,7,2004-7
BRISBANE-PROSERPINE,14294,2004,7,2004-7
BRISBANE-ROCKHAMPTON,36504,2004,7,2004-7
BRISBANE-SYDNEY,338859,2004,7,2004-7
BRISBANE-TOWNSVILLE,67590,2004,7,2004-7
BROOME-PERTH,19206,2004,7,2004-7
CAIRNS-MELBOURNE,34745,2004,7,2004-7
CAIRNS-SYDNEY,96765,2004,7,2004-7
CAIRNS-TOWNSVILLE,9986,2004,7,2004-7
CANBERRA-MELBOURNE,69915,2004,7,2004-7
CANBERRA-SYDNEY,72658,2004,7,2004-7
COFFS HARBOUR-SYDNEY,20430,2004,7,2004-7
DARWIN-MELBOURNE,12253,2004,7,2004-7
DARWIN-SYDNEY,21903,2004,7,2004-7
DEVONPORT-MELBOURNE,9359,2004,7,2004-7
DUBBO-SYDNEY,12832,2004,7,2004-7
GOLD COAST-SYDNEY,143781,2004,7,2004-7
HOBART-MELBOURNE,73079,2004,7,2004-7
HOBART-SYDNEY,16979,2004,7,2004-7
KALGOORLIE-PERTH,15470,2004,7,2004-7
KARRATHA-PERTH,18821,2004,7,2004-7
LAUNCESTON-MELBOURNE,42197,2004,7,2004-7
LAUNCESTON-SYDNEY,5990,2004,7,2004-7
MELBOURNE-BURNIE,7246,2004,7,2004-7
MELBOURNE-GOLD COAST,80027,2004,7,2004-7
MELBOURNE-MILDURA,11049,2004,7,2004-7
MELBOURNE-NEWCASTLE,16336,2004,7,2004-7
MELBOURNE-PERTH,101425,2004,7,2004-7
MELBOURNE-SYDNEY,539163,2004,7,2004-7
PERTH-PORT HEDLAND,8229,2004,7,2004-7
PERTH-SYDNEY,94881,2004,7,2004-7
SUNSHINE COAST-MELBOURNE,14111,2004,7,2004-7
SUNSHINE COAST-SYDNEY,26107,2004,7,2004-7
SYDNEY-TOWNSVILLE,16056,2004,7,2004-7
SYDNEY-WAGGA WAGGA,11302,2004,7,2004-7
ADELAIDE-ALICE SPRINGS,8360,2004,8,2004-8
ADELAIDE-BRISBANE,41883,2004,8,2004-8
ADELAIDE-CANBERRA,15456,2004,8,2004-8
ADELAIDE-GOLD COAST,9883,2004,8,2004-8
ADELAIDE-MELBOURNE,137922,2004,8,2004-8
ADELAIDE-PERTH,35497,2004,8,2004-8
ADELAIDE-PORT LINCOLN,10273,2004,8,2004-8
ADELAIDE-SYDNEY,112961,2004,8,2004-8
ALBURY-SYDNEY,13507,2004,8,2004-8
ALICE SPRINGS-SYDNEY,14890,2004,8,2004-8
BALLINA-SYDNEY,14492,2004,8,2004-8
BRISBANE-CAIRNS,104798,2004,8,2004-8
BRISBANE-CANBERRA,46053,2004,8,2004-8
BRISBANE-DARWIN,25340,2004,8,2004-8
BRISBANE-HAMILTON ISLAND,9631,2004,8,2004-8
BRISBANE-HOBART,13599,2004,8,2004-8
BRISBANE-MACKAY,40844,2004,8,2004-8
BRISBANE-MELBOURNE,225630,2004,8,2004-8
BRISBANE-NEWCASTLE,19657,2004,8,2004-8
BRISBANE-PERTH,33165,2004,8,2004-8
BRISBANE-PROSERPINE,15889,2004,8,2004-8
BRISBANE-ROCKHAMPTON,37433,2004,8,2004-8
BRISBANE-SYDNEY,337179,2004,8,2004-8
BRISBANE-TOWNSVILLE,61458,2004,8,2004-8
BROOME-PERTH,18324,2004,8,2004-8
CAIRNS-MELBOURNE,35193,2004,8,2004-8
CAIRNS-SYDNEY,89216,2004,8,2004-8
CAIRNS-TOWNSVILLE,9719,2004,8,2004-8
CANBERRA-MELBOURNE,72667,2004,8,2004-8
CANBERRA-SYDNEY,77027,2004,8,2004-8
COFFS HARBOUR-SYDNEY,19786,2004,8,2004-8
DARWIN-MELBOURNE,12199,2004,8,2004-8
DARWIN-SYDNEY,20486,2004,8,2004-8
DEVONPORT-MELBOURNE,9220,2004,8,2004-8
DUBBO-SYDNEY,13842,2004,8,2004-8
GOLD COAST-SYDNEY,139550,2004,8,2004-8
HOBART-MELBOURNE,79307,2004,8,2004-8
HOBART-SYDNEY,17058,2004,8,2004-8
KALGOORLIE-PERTH,14732,2004,8,2004-8
KARRATHA-PERTH,17785,2004,8,2004-8
LAUNCESTON-MELBOURNE,45350,2004,8,2004-8
LAUNCESTON-SYDNEY,7782,2004,8,2004-8
MELBOURNE-BURNIE,7129,2004,8,2004-8
MELBOURNE-GOLD COAST,80880,2004,8,2004-8
MELBOURNE-MILDURA,11355,2004,8,2004-8
MELBOURNE-NEWCASTLE,17297,2004,8,2004-8
MELBOURNE-PERTH,93183,2004,8,2004-8
MELBOURNE-SYDNEY,540606,2004,8,2004-8
PERTH-PORT HEDLAND,7738,2004,8,2004-8
PERTH-SYDNEY,89645,2004,8,2004-8
SUNSHINE COAST-MELBOURNE,17305,2004,8,2004-8
SUNSHINE COAST-SYDNEY,24719,2004,8,2004-8
SYDNEY-TOWNSVILLE,14186,2004,8,2004-8
SYDNEY-WAGGA WAGGA,11345,2004,8,2004-8
ADELAIDE-ALICE SPRINGS,7607,2004,9,2004-9
ADELAIDE-BRISBANE,42554,2004,9,2004-9
ADELAIDE-CANBERRA,15460,2004,9,2004-9
ADELAIDE-GOLD COAST,9666,2004,9,2004-9
ADELAIDE-MELBOURNE,148290,2004,9,2004-9
ADELAIDE-PERTH,39694,2004,9,2004-9
ADELAIDE-PORT LINCOLN,10586,2004,9,2004-9
ADELAIDE-SYDNEY,112847,2004,9,2004-9
ALBURY-SYDNEY,12927,2004,9,2004-9
ALICE SPRINGS-SYDNEY,12878,2004,9,2004-9
BALLINA-SYDNEY,15800,2004,9,2004-9
BRISBANE-CAIRNS,95531,2004,9,2004-9
BRISBANE-CANBERRA,45314,2004,9,2004-9
BRISBANE-DARWIN,21694,2004,9,2004-9
BRISBANE-HAMILTON ISLAND,9618,2004,9,2004-9
BRISBANE-HOBART,13066,2004,9,2004-9
BRISBANE-MACKAY,40434,2004,9,2004-9
BRISBANE-MELBOURNE,243796,2004,9,2004-9
BRISBANE-NEWCASTLE,20142,2004,9,2004-9
BRISBANE-PERTH,34504,2004,9,2004-9
BRISBANE-PROSERPINE,15643,2004,9,2004-9
BRISBANE-ROCKHAMPTON,37919,2004,9,2004-9
BRISBANE-SYDNEY,340980,2004,9,2004-9
BRISBANE-TOWNSVILLE,62575,2004,9,2004-9
BROOME-PERTH,18669,2004,9,2004-9
CAIRNS-MELBOURNE,33911,2004,9,2004-9
CAIRNS-SYDNEY,82849,2004,9,2004-9
CAIRNS-TOWNSVILLE,9374,2004,9,2004-9
CANBERRA-MELBOURNE,69197,2004,9,2004-9
CANBERRA-SYDNEY,70859,2004,9,2004-9
COFFS HARBOUR-SYDNEY,20635,2004,9,2004-9
DARWIN-MELBOURNE,10963,2004,9,2004-9
DARWIN-SYDNEY,17555,2004,9,2004-9
DEVONPORT-MELBOURNE,9015,2004,9,2004-9
DUBBO-SYDNEY,13611,2004,9,2004-9
GOLD COAST-SYDNEY,135352,2004,9,2004-9
HOBART-MELBOURNE,78668,2004,9,2004-9
HOBART-SYDNEY,25192,2004,9,2004-9
KALGOORLIE-PERTH,15242,2004,9,2004-9
KARRATHA-PERTH,17356,2004,9,2004-9
LAUNCESTON-MELBOURNE,47401,2004,9,2004-9
LAUNCESTON-SYDNEY,15239,2004,9,2004-9
MELBOURNE-BURNIE,7839,2004,9,2004-9
MELBOURNE-GOLD COAST,84951,2004,9,2004-9
MELBOURNE-MILDURA,11148,2004,9,2004-9
MELBOURNE-NEWCASTLE,17221,2004,9,2004-9
MELBOURNE-PERTH,95937,2004,9,2004-9
MELBOURNE-SYDNEY,539795,2004,9,2004-9
PERTH-PORT HEDLAND,7687,2004,9,2004-9
PERTH-SYDNEY,94097,2004,9,2004-9
SUNSHINE COAST-MELBOURNE,20623,2004,9,2004-9
SUNSHINE COAST-SYDNEY,26129,2004,9,2004-9
SYDNEY-TOWNSVILLE,14108,2004,9,2004-9
SYDNEY-WAGGA WAGGA,11703,2004,9,2004-9
ADELAIDE-ALICE SPRINGS,8982,2004,10,2004-10
ADELAIDE-BRISBANE,45574,2004,10,2004-10
ADELAIDE-CANBERRA,16053,2004,10,2004-10
ADELAIDE-GOLD COAST,10343,2004,10,2004-10
ADELAIDE-MELBOURNE,145939,2004,10,2004-10
ADELAIDE-PERTH,44211,2004,10,2004-10
ADELAIDE-PORT LINCOLN,10950,2004,10,2004-10
ADELAIDE-SYDNEY,120666,2004,10,2004-10
ALBURY-SYDNEY,13217,2004,10,2004-10
ALICE SPRINGS-SYDNEY,13783,2004,10,2004-10
BALLINA-SYDNEY,17217,2004,10,2004-10
BRISBANE-CAIRNS,94267,2004,10,2004-10
BRISBANE-CANBERRA,45225,2004,10,2004-10
BRISBANE-DARWIN,21223,2004,10,2004-10
BRISBANE-HAMILTON ISLAND,10241,2004,10,2004-10
BRISBANE-HOBART,13875,2004,10,2004-10
BRISBANE-MACKAY,40638,2004,10,2004-10
BRISBANE-MELBOURNE,240362,2004,10,2004-10
BRISBANE-NEWCASTLE,22336,2004,10,2004-10
BRISBANE-PERTH,37644,2004,10,2004-10
BRISBANE-PROSERPINE,16189,2004,10,2004-10
BRISBANE-ROCKHAMPTON,39502,2004,10,2004-10
BRISBANE-SYDNEY,354129,2004,10,2004-10
BRISBANE-TOWNSVILLE,59596,2004,10,2004-10
BROOME-PERTH,19242,2004,10,2004-10
CAIRNS-MELBOURNE,32903,2004,10,2004-10
CAIRNS-SYDNEY,85552,2004,10,2004-10
CAIRNS-TOWNSVILLE,9559,2004,10,2004-10
CANBERRA-MELBOURNE,72858,2004,10,2004-10
CANBERRA-SYDNEY,66334,2004,10,2004-10
COFFS HARBOUR-SYDNEY,21616,2004,10,2004-10
DARWIN-MELBOURNE,9541,2004,10,2004-10
DARWIN-SYDNEY,13870,2004,10,2004-10
DEVONPORT-MELBOURNE,8685,2004,10,2004-10
DUBBO-SYDNEY,13592,2004,10,2004-10
GOLD COAST-SYDNEY,147198,2004,10,2004-10
HOBART-MELBOURNE,81394,2004,10,2004-10
HOBART-SYDNEY,27811,2004,10,2004-10
KALGOORLIE-PERTH,15483,2004,10,2004-10
KARRATHA-PERTH,18616,2004,10,2004-10
LAUNCESTON-MELBOURNE,49997,2004,10,2004-10
LAUNCESTON-SYDNEY,17416,2004,10,2004-10
MELBOURNE-BURNIE,7378,2004,10,2004-10
MELBOURNE-GOLD COAST,88041,2004,10,2004-10
MELBOURNE-MILDURA,12236,2004,10,2004-10
MELBOURNE-NEWCASTLE,19485,2004,10,2004-10
MELBOURNE-PERTH,108600,2004,10,2004-10
MELBOURNE-SYDNEY,548127,2004,10,2004-10
PERTH-PORT HEDLAND,8253,2004,10,2004-10
PERTH-SYDNEY,104794,2004,10,2004-10
SUNSHINE COAST-MELBOURNE,25640,2004,10,2004-10
SUNSHINE COAST-SYDNEY,32558,2004,10,2004-10
SYDNEY-TOWNSVILLE,13831,2004,10,2004-10
SYDNEY-WAGGA WAGGA,11697,2004,10,2004-10
ADELAIDE-ALICE SPRINGS,11027,2004,11,2004-11
ADELAIDE-BRISBANE,40367,2004,11,2004-11
ADELAIDE-CANBERRA,16549,2004,11,2004-11
ADELAIDE-GOLD COAST,8549,2004,11,2004-11
ADELAIDE-MELBOURNE,143191,2004,11,2004-11
ADELAIDE-PERTH,39304,2004,11,2004-11
ADELAIDE-PORT LINCOLN,11083,2004,11,2004-11
ADELAIDE-SYDNEY,114715,2004,11,2004-11
ALBURY-SYDNEY,12282,2004,11,2004-11
ALICE SPRINGS-SYDNEY,0,2004,11,2004-11
BALLINA-SYDNEY,16581,2004,11,2004-11
BRISBANE-CAIRNS,82740,2004,11,2004-11
BRISBANE-CANBERRA,39976,2004,11,2004-11
BRISBANE-DARWIN,16934,2004,11,2004-11
BRISBANE-HAMILTON ISLAND,6094,2004,11,2004-11
BRISBANE-HOBART,13747,2004,11,2004-11
BRISBANE-MACKAY,37308,2004,11,2004-11
BRISBANE-MELBOURNE,211301,2004,11,2004-11
BRISBANE-NEWCASTLE,20162,2004,11,2004-11
BRISBANE-PERTH,31594,2004,11,2004-11
BRISBANE-PROSERPINE,16134,2004,11,2004-11
BRISBANE-ROCKHAMPTON,37528,2004,11,2004-11
BRISBANE-SYDNEY,324979,2004,11,2004-11
BRISBANE-TOWNSVILLE,53159,2004,11,2004-11
BROOME-PERTH,15262,2004,11,2004-11
CAIRNS-MELBOURNE,25352,2004,11,2004-11
CAIRNS-SYDNEY,73835,2004,11,2004-11
CAIRNS-TOWNSVILLE,9404,2004,11,2004-11
CANBERRA-MELBOURNE,73370,2004,11,2004-11
CANBERRA-SYDNEY,70163,2004,11,2004-11
COFFS HARBOUR-SYDNEY,20196,2004,11,2004-11
DARWIN-MELBOURNE,6429,2004,11,2004-11
DARWIN-SYDNEY,11641,2004,11,2004-11
DEVONPORT-MELBOURNE,8646,2004,11,2004-11
DUBBO-SYDNEY,13846,2004,11,2004-11
GOLD COAST-SYDNEY,135986,2004,11,2004-11
HOBART-MELBOURNE,83752,2004,11,2004-11
HOBART-SYDNEY,26600,2004,11,2004-11
KALGOORLIE-PERTH,15799,2004,11,2004-11
KARRATHA-PERTH,18049,2004,11,2004-11
LAUNCESTON-MELBOURNE,53227,2004,11,2004-11
LAUNCESTON-SYDNEY,17181,2004,11,2004-11
MELBOURNE-BURNIE,6789,2004,11,2004-11
MELBOURNE-GOLD COAST,77559,2004,11,2004-11
MELBOURNE-MILDURA,11832,2004,11,2004-11
MELBOURNE-NEWCASTLE,21695,2004,11,2004-11
MELBOURNE-PERTH,99790,2004,11,2004-11
MELBOURNE-SYDNEY,538089,2004,11,2004-11
PERTH-PORT HEDLAND,7917,2004,11,2004-11
PERTH-SYDNEY,94826,2004,11,2004-11
SUNSHINE COAST-MELBOURNE,24504,2004,11,2004-11
SUNSHINE COAST-SYDNEY,25542,2004,11,2004-11
SYDNEY-TOWNSVILLE,12261,2004,11,2004-11
SYDNEY-WAGGA WAGGA,11491,2004,11,2004-11
ADELAIDE-ALICE SPRINGS,10023,2004,12,2004-12
ADELAIDE-BRISBANE,44609,2004,12,2004-12
ADELAIDE-CANBERRA,14498,2004,12,2004-12
ADELAIDE-GOLD COAST,8563,2004,12,2004-12
ADELAIDE-MELBOURNE,142813,2004,12,2004-12
ADELAIDE-PERTH,42255,2004,12,2004-12
ADELAIDE-PORT LINCOLN,11173,2004,12,2004-12
ADELAIDE-SYDNEY,114558,2004,12,2004-12
ALBURY-SYDNEY,11291,2004,12,2004-12
ALICE SPRINGS-SYDNEY,0,2004,12,2004-12
BALLINA-SYDNEY,18816,2004,12,2004-12
BRISBANE-CAIRNS,83916,2004,12,2004-12
BRISBANE-CANBERRA,42173,2004,12,2004-12
BRISBANE-DARWIN,19307,2004,12,2004-12
BRISBANE-HAMILTON ISLAND,7119,2004,12,2004-12
BRISBANE-HOBART,13921,2004,12,2004-12
BRISBANE-MACKAY,39618,2004,12,2004-12
BRISBANE-MELBOURNE,211817,2004,12,2004-12
BRISBANE-NEWCASTLE,21542,2004,12,2004-12
BRISBANE-PERTH,32243,2004,12,2004-12
BRISBANE-PROSERPINE,14966,2004,12,2004-12
BRISBANE-ROCKHAMPTON,38631,2004,12,2004-12
BRISBANE-SYDNEY,326079,2004,12,2004-12
BRISBANE-TOWNSVILLE,58003,2004,12,2004-12
BROOME-PERTH,14566,2004,12,2004-12
CAIRNS-MELBOURNE,23352,2004,12,2004-12
CAIRNS-SYDNEY,70452,2004,12,2004-12
CAIRNS-TOWNSVILLE,8494,2004,12,2004-12
CANBERRA-MELBOURNE,66756,2004,12,2004-12
CANBERRA-SYDNEY,58054,2004,12,2004-12
COFFS HARBOUR-SYDNEY,22224,2004,12,2004-12
DARWIN-MELBOURNE,8428,2004,12,2004-12
DARWIN-SYDNEY,14767,2004,12,2004-12
DEVONPORT-MELBOURNE,11309,2004,12,2004-12
DUBBO-SYDNEY,12433,2004,12,2004-12
GOLD COAST-SYDNEY,140539,2004,12,2004-12
HOBART-MELBOURNE,83712,2004,12,2004-12
HOBART-SYDNEY,33330,2004,12,2004-12
KALGOORLIE-PERTH,14347,2004,12,2004-12
KARRATHA-PERTH,16979,2004,12,2004-12
LAUNCESTON-MELBOURNE,53370,2004,12,2004-12
LAUNCESTON-SYDNEY,17663,2004,12,2004-12
MELBOURNE-BURNIE,8947,2004,12,2004-12
MELBOURNE-GOLD COAST,78814,2004,12,2004-12
MELBOURNE-MILDURA,11092,2004,12,2004-12
MELBOURNE-NEWCASTLE,21259,2004,12,2004-12
MELBOURNE-PERTH,106335,2004,12,2004-12
MELBOURNE-SYDNEY,516291,2004,12,2004-12
PERTH-PORT HEDLAND,7544,2004,12,2004-12
PERTH-SYDNEY,96991,2004,12,2004-12
SUNSHINE COAST-MELBOURNE,24681,2004,12,2004-12
SUNSHINE COAST-SYDNEY,33127,2004,12,2004-12
SYDNEY-TOWNSVILLE,14389,2004,12,2004-12
SYDNEY-WAGGA WAGGA,10499,2004,12,2004-12
ADELAIDE-ALICE SPRINGS,9336,2005,1,2005-1
ADELAIDE-BRISBANE,45487,2005,1,2005-1
ADELAIDE-CANBERRA,12212,2005,1,2005-1
ADELAIDE-GOLD COAST,9749,2005,1,2005-1
ADELAIDE-MELBOURNE,133632,2005,1,2005-1
ADELAIDE-PERTH,43099,2005,1,2005-1
ADELAIDE-PORT LINCOLN,11019,2005,1,2005-1
ADELAIDE-SYDNEY,110151,2005,1,2005-1
ALBURY-SYDNEY,9569,2005,1,2005-1
ALICE SPRINGS-SYDNEY,0,2005,1,2005-1
BALLINA-SYDNEY,19695,2005,1,2005-1
BRISBANE-CAIRNS,78769,2005,1,2005-1
BRISBANE-CANBERRA,38709,2005,1,2005-1
BRISBANE-DARWIN,18677,2005,1,2005-1
BRISBANE-HAMILTON ISLAND,6357,2005,1,2005-1
BRISBANE-HOBART,14679,2005,1,2005-1
BRISBANE-MACKAY,39047,2005,1,2005-1
BRISBANE-MELBOURNE,215259,2005,1,2005-1
BRISBANE-NEWCASTLE,22512,2005,1,2005-1
BRISBANE-PERTH,32639,2005,1,2005-1
BRISBANE-PROSERPINE,16001,2005,1,2005-1
BRISBANE-ROCKHAMPTON,36701,2005,1,2005-1
BRISBANE-SYDNEY,311196,2005,1,2005-1
BRISBANE-TOWNSVILLE,53144,2005,1,2005-1
BROOME-PERTH,13992,2005,1,2005-1
CAIRNS-MELBOURNE,26038,2005,1,2005-1
CAIRNS-SYDNEY,72914,2005,1,2005-1
CAIRNS-TOWNSVILLE,7016,2005,1,2005-1
CANBERRA-MELBOURNE,55961,2005,1,2005-1
CANBERRA-SYDNEY,42232,2005,1,2005-1
COFFS HARBOUR-SYDNEY,21779,2005,1,2005-1
DARWIN-MELBOURNE,6304,2005,1,2005-1
DARWIN-SYDNEY,14027,2005,1,2005-1
DEVONPORT-MELBOURNE,12319,2005,1,2005-1
DUBBO-SYDNEY,9856,2005,1,2005-1
GOLD COAST-SYDNEY,170025,2005,1,2005-1
HOBART-MELBOURNE,93332,2005,1,2005-1
HOBART-SYDNEY,41284,2005,1,2005-1
KALGOORLIE-PERTH,11733,2005,1,2005-1
KARRATHA-PERTH,17404,2005,1,2005-1
LAUNCESTON-MELBOURNE,56619,2005,1,2005-1
LAUNCESTON-SYDNEY,18571,2005,1,2005-1
MELBOURNE-BURNIE,8903,2005,1,2005-1
MELBOURNE-GOLD COAST,94064,2005,1,2005-1
MELBOURNE-MILDURA,9461,2005,1,2005-1
MELBOURNE-NEWCASTLE,24208,2005,1,2005-1
MELBOURNE-PERTH,108042,2005,1,2005-1
MELBOURNE-SYDNEY,485018,2005,1,2005-1
PERTH-PORT HEDLAND,7205,2005,1,2005-1
PERTH-SYDNEY,98925,2005,1,2005-1
SUNSHINE COAST-MELBOURNE,31819,2005,1,2005-1
SUNSHINE COAST-SYDNEY,38711,2005,1,2005-1
SYDNEY-TOWNSVILLE,13484,2005,1,2005-1
SYDNEY-WAGGA WAGGA,8275,2005,1,2005-1
ADELAIDE-ALICE SPRINGS,8606,2005,2,2005-2
ADELAIDE-BRISBANE,37982,2005,2,2005-2
ADELAIDE-CANBERRA,14121,2005,2,2005-2
ADELAIDE-GOLD COAST,11483,2005,2,2005-2
ADELAIDE-MELBOURNE,134166,2005,2,2005-2
ADELAIDE-PERTH,38036,2005,2,2005-2
ADELAIDE-PORT LINCOLN,11022,2005,2,2005-2
ADELAIDE-SYDNEY,104223,2005,2,2005-2
ALBURY-SYDNEY,10416,2005,2,2005-2
ALICE SPRINGS-SYDNEY,0,2005,2,2005-2
BALLINA-SYDNEY,15676,2005,2,2005-2
BRISBANE-CAIRNS,70351,2005,2,2005-2
BRISBANE-CANBERRA,34735,2005,2,2005-2
BRISBANE-DARWIN,14412,2005,2,2005-2
BRISBANE-HAMILTON ISLAND,4379,2005,2,2005-2
BRISBANE-HOBART,12517,2005,2,2005-2
BRISBANE-MACKAY,34739,2005,2,2005-2
BRISBANE-MELBOURNE,171197,2005,2,2005-2
BRISBANE-NEWCASTLE,20316,2005,2,2005-2
BRISBANE-PERTH,27688,2005,2,2005-2
BRISBANE-PROSERPINE,12888,2005,2,2005-2
BRISBANE-ROCKHAMPTON,36849,2005,2,2005-2
BRISBANE-SYDNEY,287625,2005,2,2005-2
BRISBANE-TOWNSVILLE,47151,2005,2,2005-2
BROOME-PERTH,10982,2005,2,2005-2
CAIRNS-MELBOURNE,21281,2005,2,2005-2
CAIRNS-SYDNEY,61729,2005,2,2005-2
CAIRNS-TOWNSVILLE,8505,2005,2,2005-2
CANBERRA-MELBOURNE,69164,2005,2,2005-2
CANBERRA-SYDNEY,61458,2005,2,2005-2
COFFS HARBOUR-SYDNEY,19517,2005,2,2005-2
DARWIN-MELBOURNE,4523,2005,2,2005-2
DARWIN-SYDNEY,9519,2005,2,2005-2
DEVONPORT-MELBOURNE,8580,2005,2,2005-2
DUBBO-SYDNEY,11883,2005,2,2005-2
GOLD COAST-SYDNEY,137259,2005,2,2005-2
HOBART-MELBOURNE,81199,2005,2,2005-2
HOBART-SYDNEY,36173,2005,2,2005-2
KALGOORLIE-PERTH,14004,2005,2,2005-2
KARRATHA-PERTH,16720,2005,2,2005-2
LAUNCESTON-MELBOURNE,52748,2005,2,2005-2
LAUNCESTON-SYDNEY,14804,2005,2,2005-2
MELBOURNE-BURNIE,7256,2005,2,2005-2
MELBOURNE-GOLD COAST,78364,2005,2,2005-2
MELBOURNE-MILDURA,10197,2005,2,2005-2
MELBOURNE-NEWCASTLE,21255,2005,2,2005-2
MELBOURNE-PERTH,92410,2005,2,2005-2
MELBOURNE-SYDNEY,504794,2005,2,2005-2
PERTH-PORT HEDLAND,7169,2005,2,2005-2
PERTH-SYDNEY,85940,2005,2,2005-2
SUNSHINE COAST-MELBOURNE,22702,2005,2,2005-2
SUNSHINE COAST-SYDNEY,29907,2005,2,2005-2
SYDNEY-TOWNSVILLE,9330,2005,2,2005-2
SYDNEY-WAGGA WAGGA,10217,2005,2,2005-2
ADELAIDE-ALICE SPRINGS,10636,2005,3,2005-3
ADELAIDE-BRISBANE,44453,2005,3,2005-3
ADELAIDE-CANBERRA,17183,2005,3,2005-3
ADELAIDE-GOLD COAST,13118,2005,3,2005-3
ADELAIDE-MELBOURNE,155304,2005,3,2005-3
ADELAIDE-PERTH,43653,2005,3,2005-3
ADELAIDE-PORT LINCOLN,12210,2005,3,2005-3
ADELAIDE-SYDNEY,116880,2005,3,2005-3
ALBURY-SYDNEY,12371,2005,3,2005-3
ALICE SPRINGS-SYDNEY,0,2005,3,2005-3
BALLINA-SYDNEY,17395,2005,3,2005-3
BRISBANE-CAIRNS,83224,2005,3,2005-3
BRISBANE-CANBERRA,42759,2005,3,2005-3
BRISBANE-DARWIN,18224,2005,3,2005-3
BRISBANE-HAMILTON ISLAND,5883,2005,3,2005-3
BRISBANE-HOBART,13852,2005,3,2005-3
BRISBANE-MACKAY,43208,2005,3,2005-3
BRISBANE-MELBOURNE,200207,2005,3,2005-3
BRISBANE-NEWCASTLE,24388,2005,3,2005-3
BRISBANE-PERTH,32669,2005,3,2005-3
BRISBANE-PROSERPINE,15177,2005,3,2005-3
BRISBANE-ROCKHAMPTON,43048,2005,3,2005-3
BRISBANE-SYDNEY,313698,2005,3,2005-3
BRISBANE-TOWNSVILLE,58164,2005,3,2005-3
BROOME-PERTH,14473,2005,3,2005-3
CAIRNS-MELBOURNE,27890,2005,3,2005-3
CAIRNS-SYDNEY,71482,2005,3,2005-3
CAIRNS-TOWNSVILLE,9842,2005,3,2005-3
CANBERRA-MELBOURNE,80770,2005,3,2005-3
CANBERRA-SYDNEY,67760,2005,3,2005-3
COFFS HARBOUR-SYDNEY,21948,2005,3,2005-3
DARWIN-MELBOURNE,6532,2005,3,2005-3
DARWIN-SYDNEY,11870,2005,3,2005-3
DEVONPORT-MELBOURNE,9394,2005,3,2005-3
DUBBO-SYDNEY,13409,2005,3,2005-3
GOLD COAST-SYDNEY,150482,2005,3,2005-3
HOBART-MELBOURNE,87840,2005,3,2005-3
HOBART-SYDNEY,38412,2005,3,2005-3
KALGOORLIE-PERTH,15414,2005,3,2005-3
KARRATHA-PERTH,19321,2005,3,2005-3
LAUNCESTON-MELBOURNE,58224,2005,3,2005-3
LAUNCESTON-SYDNEY,15189,2005,3,2005-3
MELBOURNE-BURNIE,8423,2005,3,2005-3
MELBOURNE-GOLD COAST,92510,2005,3,2005-3
MELBOURNE-MILDURA,11758,2005,3,2005-3
MELBOURNE-NEWCASTLE,24071,2005,3,2005-3
MELBOURNE-PERTH,107335,2005,3,2005-3
MELBOURNE-SYDNEY,555200,2005,3,2005-3
PERTH-PORT HEDLAND,7903,2005,3,2005-3
PERTH-SYDNEY,96180,2005,3,2005-3
SUNSHINE COAST-MELBOURNE,27675,2005,3,2005-3
SUNSHINE COAST-SYDNEY,34735,2005,3,2005-3
SYDNEY-TOWNSVILLE,11518,2005,3,2005-3
SYDNEY-WAGGA WAGGA,11929,2005,3,2005-3
ADELAIDE-ALICE SPRINGS,10340,2005,4,2005-4
ADELAIDE-BRISBANE,44480,2005,4,2005-4
ADELAIDE-CANBERRA,16730,2005,4,2005-4
ADELAIDE-GOLD COAST,12417,2005,4,2005-4
ADELAIDE-MELBOURNE,155739,2005,4,2005-4
ADELAIDE-PERTH,42658,2005,4,2005-4
ADELAIDE-PORT LINCOLN,11462,2005,4,2005-4
ADELAIDE-SYDNEY,113722,2005,4,2005-4
ALBURY-SYDNEY,11939,2005,4,2005-4
ALICE SPRINGS-SYDNEY,0,2005,4,2005-4
BALLINA-SYDNEY,17310,2005,4,2005-4
BRISBANE-CAIRNS,85140,2005,4,2005-4
BRISBANE-CANBERRA,45074,2005,4,2005-4
BRISBANE-DARWIN,20663,2005,4,2005-4
